img_path;count
data\train\images\12521.tif;145
data\train\images\12522.tif;282
data\train\images\12523.tif;242
data\train\images\12524.tif;74
data\train\images\12525.tif;717
data\train\images\12526.tif;157
data\train\images\12527.tif;1625
data\train\images\12528.tif;131
data\train\images\12529.tif;648
data\train\images\1253.tif;123
data\train\images\12530.tif;289
data\train\images\12531.tif;644
data\train\images\12532.tif;136
data\train\images\12533.tif;111
data\train\images\12534.tif;378
data\train\images\12535.tif;950
data\train\images\12536.tif;540
data\train\images\12537.tif;149
data\train\images\12538.tif;2052
data\train\images\12539.tif;157
data\train\images\1254.tif;176
data\train\images\12540.tif;970
data\train\images\12541.tif;207
data\train\images\12542.tif;957
data\train\images\12543.tif;161
data\train\images\12544.tif;160
data\train\images\12545.tif;1172
data\train\images\12546.tif;174
data\train\images\12547.tif;669
data\train\images\12548.tif;156
data\train\images\12549.tif;113
data\train\images\1255.tif;831
data\train\images\12550.tif;135
data\train\images\12551.tif;166
data\train\images\12552.tif;98
data\train\images\12553.tif;1261
data\train\images\12554.tif;458
data\train\images\12555.tif;197
data\train\images\12556.tif;100
data\train\images\12557.tif;133
data\train\images\12558.tif;418
data\train\images\12559.tif;79
data\train\images\1256.tif;328
data\train\images\12560.tif;136
data\train\images\12561.tif;103
data\train\images\12562.tif;564
data\train\images\12563.tif;1019
data\train\images\12564.tif;141
data\train\images\12565.tif;1135
data\train\images\12566.tif;219
data\train\images\12567.tif;35
data\train\images\12568.tif;1150
data\train\images\12569.tif;100
data\train\images\1257.tif;565
data\train\images\12570.tif;125
data\train\images\12571.tif;1078
data\train\images\12572.tif;195
data\train\images\12573.tif;82
data\train\images\12574.tif;152
data\train\images\12575.tif;111
data\train\images\12576.tif;1977
data\train\images\12577.tif;159
data\train\images\12578.tif;35
data\train\images\12579.tif;1427
data\train\images\1258.tif;398
data\train\images\12580.tif;147
data\train\images\12581.tif;233
data\train\images\12582.tif;84
data\train\images\12583.tif;77
data\train\images\12584.tif;727
data\train\images\12585.tif;166
data\train\images\12586.tif;110
data\train\images\12587.tif;278
data\train\images\12588.tif;412
data\train\images\12589.tif;74
data\train\images\1259.tif;82
data\train\images\12590.tif;996
data\train\images\12591.tif;196
data\train\images\12592.tif;63
data\train\images\12593.tif;968
data\train\images\12594.tif;37
data\train\images\12595.tif;314
data\train\images\12596.tif;147
data\train\images\12597.tif;2174
data\train\images\12598.tif;147
data\train\images\12599.tif;143
data\train\images\126.tif;74
data\train\images\1260.tif;539
data\train\images\12600.tif;3015
data\train\images\12601.tif;142
data\train\images\12602.tif;229
data\train\images\12603.tif;202
data\train\images\12604.tif;957
data\train\images\12605.tif;799
data\train\images\12606.tif;256
data\train\images\12607.tif;88
data\train\images\12608.tif;374
data\train\images\12609.tif;135
data\train\images\1261.tif;240
data\train\images\12610.tif;2116
data\train\images\12611.tif;1712
data\train\images\12612.tif;985
data\train\images\12613.tif;51
data\train\images\12614.tif;98
data\train\images\12615.tif;174
data\train\images\12616.tif;933
data\train\images\12617.tif;369
data\train\images\12618.tif;1663
data\train\images\12619.tif;43
data\train\images\1262.tif;568
data\train\images\12620.tif;1425
data\train\images\12621.tif;442
data\train\images\12622.tif;588
data\train\images\12623.tif;244
data\train\images\12624.tif;817
data\train\images\12625.tif;235
data\train\images\12626.tif;104
data\train\images\12627.tif;198
data\train\images\12628.tif;300
data\train\images\12629.tif;144
data\train\images\1263.tif;157
data\train\images\12630.tif;120
data\train\images\12631.tif;203
data\train\images\1264.tif;768
data\train\images\1265.tif;133
data\train\images\1266.tif;248
data\train\images\1267.tif;838
data\train\images\1268.tif;267
data\train\images\1269.tif;534
data\train\images\127.tif;58
data\train\images\1270.tif;137
data\train\images\1271.tif;1
data\train\images\1272.tif;288
data\train\images\1273.tif;137
data\train\images\1274.tif;133
data\train\images\1275.tif;327
data\train\images\1276.tif;253
data\train\images\1277.tif;527
data\train\images\1278.tif;128
data\train\images\1279.tif;591
data\train\images\128.tif;64
data\train\images\1280.tif;159
data\train\images\1281.tif;147
data\train\images\1282.tif;191
data\train\images\1283.tif;442
data\train\images\1284.tif;324
data\train\images\1285.tif;338
data\train\images\1286.tif;426
data\train\images\1287.tif;381
data\train\images\1288.tif;514
data\train\images\1289.tif;569
data\train\images\129.tif;74
data\train\images\1290.tif;287
data\train\images\1291.tif;173
data\train\images\1292.tif;150
data\train\images\1293.tif;140
data\train\images\1294.tif;312
data\train\images\1295.tif;353
data\train\images\1296.tif;487
data\train\images\1297.tif;498
data\train\images\1298.tif;87
data\train\images\1299.tif;133
data\train\images\13.tif;63
data\train\images\130.tif;50
data\train\images\1300.tif;127
data\train\images\1301.tif;562
data\train\images\1302.tif;109
data\train\images\1303.tif;288
data\train\images\1304.tif;190
data\train\images\1305.tif;145
data\train\images\1306.tif;125
data\train\images\1307.tif;613
data\train\images\1308.tif;78
data\train\images\1309.tif;478
data\train\images\131.tif;62
data\train\images\1310.tif;1
data\train\images\1311.tif;95
data\train\images\1312.tif;168
data\train\images\1313.tif;317
data\train\images\1314.tif;532
data\train\images\1315.tif;200
data\train\images\1316.tif;189
data\train\images\1317.tif;372
data\train\images\1318.tif;110
data\train\images\1319.tif;183
data\train\images\132.tif;77
data\train\images\1320.tif;171
data\train\images\1321.tif;100
data\train\images\1322.tif;163
data\train\images\1323.tif;486
data\train\images\1324.tif;90
data\train\images\1325.tif;311
data\train\images\1326.tif;342
data\train\images\1327.tif;141
data\train\images\1328.tif;591
data\train\images\1329.tif;109
data\train\images\133.tif;86
data\train\images\1330.tif;574
data\train\images\1331.tif;83
data\train\images\1332.tif;210
data\train\images\1333.tif;264
data\train\images\1334.tif;507
data\train\images\1335.tif;84
data\train\images\1336.tif;154
data\train\images\1337.tif;255
data\train\images\1338.tif;996
data\train\images\1339.tif;187
data\train\images\134.tif;21
data\train\images\1340.tif;217
data\train\images\1341.tif;722
data\train\images\1342.tif;232
data\train\images\1343.tif;104
data\train\images\1344.tif;165
data\train\images\1345.tif;358
data\train\images\1346.tif;411
data\train\images\1347.tif;458
data\train\images\1348.tif;304
data\train\images\1349.tif;453
data\train\images\135.tif;35
data\train\images\1350.tif;196
data\train\images\1351.tif;195
data\train\images\1352.tif;607
data\train\images\1353.tif;249
data\train\images\1354.tif;140
data\train\images\1355.tif;228
data\train\images\1356.tif;611
data\train\images\1357.tif;210
data\train\images\1358.tif;209
data\train\images\1359.tif;132
data\train\images\136.tif;43
data\train\images\1360.tif;199
data\train\images\1361.tif;278
data\train\images\1362.tif;300
data\train\images\1363.tif;600
data\train\images\1364.tif;79
data\train\images\1365.tif;183
data\train\images\1366.tif;730
data\train\images\1367.tif;133
data\train\images\1368.tif;295
data\train\images\1369.tif;825
data\train\images\137.tif;120
data\train\images\1370.tif;89
data\train\images\1371.tif;635
data\train\images\1372.tif;75
data\train\images\1373.tif;536
data\train\images\1374.tif;90
data\train\images\1375.tif;165
data\train\images\1376.tif;92
data\train\images\1377.tif;122
data\train\images\1378.tif;358
data\train\images\1379.tif;132
data\train\images\138.tif;55
data\train\images\1380.tif;297
data\train\images\1381.tif;250
data\train\images\1382.tif;205
data\train\images\1383.tif;247
data\train\images\1384.tif;136
data\train\images\1385.tif;75
data\train\images\1386.tif;134
data\train\images\1387.tif;362
data\train\images\1388.tif;847
data\train\images\1389.tif;712
data\train\images\139.tif;50
data\train\images\1390.tif;197
data\train\images\1391.tif;509
data\train\images\1392.tif;618
data\train\images\1393.tif;180
data\train\images\1394.tif;227
data\train\images\1395.tif;648
data\train\images\1396.tif;253
data\train\images\1397.tif;258
data\train\images\1398.tif;773
data\train\images\1399.tif;212
data\train\images\14.tif;89
data\train\images\140.tif;40
data\train\images\1400.tif;142
data\train\images\1401.tif;307
data\train\images\1402.tif;139
data\train\images\1403.tif;738
data\train\images\1404.tif;88
data\train\images\1405.tif;287
data\train\images\1406.tif;495
data\train\images\1407.tif;291
data\train\images\1408.tif;199
data\train\images\1409.tif;920
data\train\images\141.tif;76
data\train\images\1410.tif;478
data\train\images\1411.tif;311
data\train\images\1412.tif;439
data\train\images\1413.tif;408
data\train\images\1414.tif;475
data\train\images\1415.tif;430
data\train\images\1416.tif;246
data\train\images\1417.tif;343
data\train\images\1418.tif;341
data\train\images\1419.tif;534
data\train\images\142.tif;61
data\train\images\1420.tif;118
data\train\images\1421.tif;198
data\train\images\1422.tif;637
data\train\images\1423.tif;415
data\train\images\1424.tif;622
data\train\images\1425.tif;725
data\train\images\1426.tif;196
data\train\images\1427.tif;211
data\train\images\1428.tif;130
data\train\images\1429.tif;152
data\train\images\143.tif;64
data\train\images\1430.tif;51
data\train\images\1431.tif;383
data\train\images\1432.tif;201
data\train\images\1433.tif;252
data\train\images\1434.tif;531
data\train\images\1435.tif;289
data\train\images\1436.tif;99
data\train\images\1437.tif;1140
data\train\images\1438.tif;120
data\train\images\1439.tif;168
data\train\images\144.tif;28
data\train\images\1440.tif;765
data\train\images\1441.tif;572
data\train\images\1442.tif;190
data\train\images\1443.tif;459
data\train\images\1444.tif;230
data\train\images\1445.tif;736
data\train\images\1446.tif;97
data\train\images\1447.tif;146
data\train\images\1448.tif;281
data\train\images\1449.tif;144
data\train\images\145.tif;48
data\train\images\1450.tif;338
data\train\images\1451.tif;212
data\train\images\1452.tif;242
data\train\images\1453.tif;94
data\train\images\1454.tif;105
data\train\images\1455.tif;701
data\train\images\1456.tif;447
data\train\images\1457.tif;100
data\train\images\1458.tif;623
data\train\images\1459.tif;450
data\train\images\146.tif;59
data\train\images\1460.tif;685
data\train\images\1461.tif;251
data\train\images\1462.tif;179
data\train\images\1463.tif;289
data\train\images\1464.tif;135
data\train\images\1465.tif;191
data\train\images\1466.tif;210
data\train\images\1467.tif;319
data\train\images\1468.tif;354
data\train\images\1469.tif;124
data\train\images\147.tif;78
data\train\images\1470.tif;624
data\train\images\1471.tif;197
data\train\images\1472.tif;466
data\train\images\1473.tif;161
data\train\images\1474.tif;275
data\train\images\1475.tif;180
data\train\images\1476.tif;379
data\train\images\1477.tif;192
data\train\images\1478.tif;136
data\train\images\1479.tif;148
data\train\images\148.tif;54
data\train\images\1480.tif;615
data\train\images\1481.tif;129
data\train\images\1482.tif;208
data\train\images\1483.tif;620
data\train\images\1484.tif;297
data\train\images\1485.tif;230
data\train\images\1486.tif;123
data\train\images\1487.tif;465
data\train\images\1488.tif;972
data\train\images\1489.tif;172
data\train\images\149.tif;70
data\train\images\1490.tif;234
data\train\images\1491.tif;238
data\train\images\1492.tif;195
data\train\images\1493.tif;248
data\train\images\1494.tif;145
data\train\images\1495.tif;246
data\train\images\1496.tif;120
data\train\images\1497.tif;221
data\train\images\1498.tif;189
data\train\images\1499.tif;100
data\train\images\15.tif;43
data\train\images\150.tif;51
data\train\images\1500.tif;142
data\train\images\1501.tif;746
data\train\images\1502.tif;143
data\train\images\1503.tif;128
data\train\images\1504.tif;661
data\train\images\1505.tif;955
data\train\images\1506.tif;91
data\train\images\1507.tif;576
data\train\images\1508.tif;314
data\train\images\1509.tif;398
data\train\images\151.tif;60
data\train\images\1510.tif;130
data\train\images\1511.tif;227
data\train\images\1512.tif;194
data\train\images\1513.tif;759
data\train\images\1514.tif;168
data\train\images\1515.tif;476
data\train\images\1516.tif;587
data\train\images\1517.tif;89
data\train\images\1518.tif;324
data\train\images\1519.tif;446
data\train\images\152.tif;43
data\train\images\1520.tif;105
data\train\images\1521.tif;240
data\train\images\1522.tif;98
data\train\images\1523.tif;760
data\train\images\1524.tif;470
data\train\images\1525.tif;122
data\train\images\1526.tif;258
data\train\images\1527.tif;152
data\train\images\1528.tif;278
data\train\images\1529.tif;492
data\train\images\153.tif;39
data\train\images\1530.tif;64
data\train\images\1531.tif;188
data\train\images\1532.tif;91
data\train\images\1533.tif;334
data\train\images\1534.tif;437
data\train\images\1535.tif;287
data\train\images\1536.tif;227
data\train\images\1537.tif;1234
data\train\images\1538.tif;152
data\train\images\1539.tif;737
data\train\images\154.tif;34
data\train\images\1540.tif;828
data\train\images\1541.tif;109
data\train\images\1542.tif;169
data\train\images\1543.tif;534
data\train\images\1544.tif;181
data\train\images\1545.tif;461
data\train\images\1546.tif;632
data\train\images\1547.tif;382
data\train\images\1548.tif;985
data\train\images\1549.tif;154
data\train\images\155.tif;56
data\train\images\1550.tif;664
data\train\images\1551.tif;103
data\train\images\1552.tif;471
data\train\images\1553.tif;177
data\train\images\1554.tif;592
data\train\images\1555.tif;228
data\train\images\1556.tif;680
data\train\images\1557.tif;489
data\train\images\1558.tif;309
data\train\images\1559.tif;270
data\train\images\156.tif;45
data\train\images\1560.tif;143
data\train\images\1561.tif;202
data\train\images\1562.tif;122
data\train\images\1563.tif;168
data\train\images\1564.tif;314
data\train\images\1565.tif;202
data\train\images\1566.tif;272
data\train\images\1567.tif;409
data\train\images\1568.tif;89
data\train\images\1569.tif;245
data\train\images\157.tif;58
data\train\images\1570.tif;113
data\train\images\1571.tif;157
data\train\images\1572.tif;121
data\train\images\1573.tif;80
data\train\images\1574.tif;324
data\train\images\1575.tif;314
data\train\images\1576.tif;336
data\train\images\1577.tif;188
data\train\images\1578.tif;111
data\train\images\1579.tif;682
data\train\images\158.tif;87
data\train\images\1580.tif;210
data\train\images\1581.tif;798
data\train\images\1582.tif;455
data\train\images\1583.tif;126
data\train\images\1584.tif;335
data\train\images\1585.tif;267
data\train\images\1586.tif;177
data\train\images\1587.tif;544
data\train\images\1588.tif;225
data\train\images\1589.tif;188
data\train\images\159.tif;61
data\train\images\1590.tif;315
data\train\images\1591.tif;450
data\train\images\1592.tif;248
data\train\images\1593.tif;137
data\train\images\1594.tif;300
data\train\images\1595.tif;275
data\train\images\1596.tif;91
data\train\images\1597.tif;244
data\train\images\1598.tif;83
data\train\images\1599.tif;65
data\train\images\16.tif;45
data\train\images\160.tif;67
data\train\images\1600.tif;237
data\train\images\1601.tif;93
data\train\images\1602.tif;101
data\train\images\1603.tif;476
data\train\images\1604.tif;141
data\train\images\1605.tif;248
data\train\images\1606.tif;141
data\train\images\1607.tif;354
data\train\images\1608.tif;143
data\train\images\1609.tif;173
data\train\images\161.tif;91
data\train\images\1610.tif;100
data\train\images\1611.tif;527
data\train\images\1612.tif;203
data\train\images\1613.tif;186
data\train\images\1614.tif;118
data\train\images\1615.tif;79
data\train\images\1616.tif;139
data\train\images\1617.tif;298
data\train\images\1618.tif;237
data\train\images\1619.tif;100
data\train\images\162.tif;64
data\train\images\1620.tif;328
data\train\images\1621.tif;228
data\train\images\1622.tif;267
data\train\images\1623.tif;73
data\train\images\1624.tif;406
data\train\images\1625.tif;227
data\train\images\1626.tif;84
data\train\images\1627.tif;122
data\train\images\1628.tif;272
data\train\images\1629.tif;89
data\train\images\163.tif;37
data\train\images\1630.tif;133
data\train\images\1631.tif;411
data\train\images\1632.tif;110
data\train\images\1633.tif;292
data\train\images\1634.tif;120
data\train\images\1635.tif;108
data\train\images\1636.tif;104
data\train\images\1637.tif;102
data\train\images\1638.tif;269
data\train\images\1639.tif;83
data\train\images\164.tif;70
data\train\images\1640.tif;108
data\train\images\1641.tif;70
data\train\images\1642.tif;351
data\train\images\1643.tif;462
data\train\images\1644.tif;239
data\train\images\1645.tif;184
data\train\images\1646.tif;104
data\train\images\1647.tif;252
data\train\images\1648.tif;371
data\train\images\1649.tif;246
data\train\images\165.tif;58
data\train\images\1650.tif;438
data\train\images\1651.tif;209
data\train\images\1652.tif;200
data\train\images\1653.tif;122
data\train\images\1654.tif;132
data\train\images\1655.tif;82
data\train\images\1656.tif;103
data\train\images\1657.tif;172
data\train\images\1658.tif;360
data\train\images\1659.tif;175
data\train\images\166.tif;29
data\train\images\1660.tif;206
data\train\images\1661.tif;88
data\train\images\1662.tif;131
data\train\images\1663.tif;76
data\train\images\1664.tif;209
data\train\images\1665.tif;85
data\train\images\1666.tif;93
data\train\images\1667.tif;240
data\train\images\1668.tif;363
data\train\images\1669.tif;150
data\train\images\167.tif;69
data\train\images\1670.tif;154
data\train\images\1671.tif;227
data\train\images\1672.tif;147
data\train\images\1673.tif;519
data\train\images\1674.tif;117
data\train\images\1675.tif;241
data\train\images\1676.tif;444
data\train\images\1677.tif;323
data\train\images\1678.tif;128
data\train\images\1679.tif;186
data\train\images\168.tif;64
data\train\images\1680.tif;63
data\train\images\1681.tif;95
data\train\images\1682.tif;53
data\train\images\1683.tif;85
data\train\images\1684.tif;297
data\train\images\1685.tif;157
data\train\images\1686.tif;96
data\train\images\1687.tif;210
data\train\images\1688.tif;161
data\train\images\1689.tif;117
data\train\images\169.tif;48
data\train\images\1690.tif;195
data\train\images\1691.tif;148
data\train\images\1692.tif;80
data\train\images\1693.tif;138
data\train\images\1694.tif;340
data\train\images\1695.tif;395
data\train\images\1696.tif;76
data\train\images\1697.tif;139
data\train\images\1698.tif;108
data\train\images\1699.tif;495
data\train\images\17.tif;54
data\train\images\170.tif;32
data\train\images\1700.tif;86
data\train\images\1701.tif;125
data\train\images\1702.tif;142
data\train\images\1703.tif;94
data\train\images\1704.tif;118
data\train\images\1705.tif;250
data\train\images\1706.tif;374
data\train\images\1707.tif;313
data\train\images\1708.tif;498
data\train\images\1709.tif;118
data\train\images\171.tif;79
data\train\images\1710.tif;61
data\train\images\1711.tif;483
data\train\images\1712.tif;376
data\train\images\1713.tif;284
data\train\images\1714.tif;656
data\train\images\1715.tif;125
data\train\images\1716.tif;418
data\train\images\1717.tif;358
data\train\images\1718.tif;310
data\train\images\1719.tif;374
data\train\images\172.tif;66
data\train\images\1720.tif;83
data\train\images\1721.tif;474
data\train\images\1722.tif;406
data\train\images\1723.tif;277
data\train\images\1724.tif;96
data\train\images\1725.tif;337
data\train\images\1726.tif;216
data\train\images\1727.tif;226
data\train\images\1728.tif;171
data\train\images\1729.tif;225
data\train\images\173.tif;81
data\train\images\1730.tif;147
data\train\images\1731.tif;170
data\train\images\1732.tif;137
data\train\images\1733.tif;205
data\train\images\1734.tif;475
data\train\images\1735.tif;175
data\train\images\1736.tif;88
data\train\images\1737.tif;578
data\train\images\1738.tif;227
data\train\images\1739.tif;75
data\train\images\174.tif;39
data\train\images\1740.tif;121
data\train\images\1741.tif;309
data\train\images\1742.tif;120
data\train\images\1743.tif;132
data\train\images\1744.tif;290
data\train\images\1745.tif;288
data\train\images\1746.tif;118
data\train\images\1747.tif;89
data\train\images\1748.tif;197
data\train\images\1749.tif;108
data\train\images\175.tif;60
data\train\images\1750.tif;79
data\train\images\1751.tif;160
data\train\images\1752.tif;182
data\train\images\1753.tif;409
data\train\images\1754.tif;489
data\train\images\1755.tif;142
data\train\images\1756.tif;170
data\train\images\1757.tif;501
data\train\images\1758.tif;83
data\train\images\1759.tif;247
data\train\images\176.tif;72
data\train\images\1760.tif;327
data\train\images\1761.tif;279
data\train\images\1762.tif;288
data\train\images\1763.tif;302
data\train\images\1764.tif;145
data\train\images\1765.tif;173
data\train\images\1766.tif;301
data\train\images\1767.tif;593
data\train\images\1768.tif;157
data\train\images\1769.tif;62
data\train\images\177.tif;56
data\train\images\1770.tif;418
data\train\images\1771.tif;176
data\train\images\1772.tif;279
data\train\images\1773.tif;72
data\train\images\1774.tif;260
data\train\images\1775.tif;385
data\train\images\1776.tif;110
data\train\images\1777.tif;465
data\train\images\1778.tif;85
data\train\images\1779.tif;142
data\train\images\178.tif;114
data\train\images\1780.tif;71
data\train\images\1781.tif;245
data\train\images\1782.tif;324
data\train\images\1783.tif;172
data\train\images\1784.tif;604
data\train\images\1785.tif;155
data\train\images\1786.tif;115
data\train\images\1787.tif;127
data\train\images\1788.tif;624
data\train\images\1789.tif;474
data\train\images\179.tif;50
data\train\images\1790.tif;293
data\train\images\1791.tif;162
data\train\images\1792.tif;356
data\train\images\1793.tif;75
data\train\images\1794.tif;267
data\train\images\1795.tif;75
data\train\images\1796.tif;122
data\train\images\1797.tif;95
data\train\images\1798.tif;188
data\train\images\1799.tif;120
data\train\images\18.tif;38
data\train\images\180.tif;78
data\train\images\1800.tif;434
data\train\images\1801.tif;130
data\train\images\1802.tif;140
data\train\images\1803.tif;96
data\train\images\1804.tif;384
data\train\images\1805.tif;91
data\train\images\1806.tif;371
data\train\images\1807.tif;242
data\train\images\1808.tif;223
data\train\images\1809.tif;84
data\train\images\181.tif;79
data\train\images\1810.tif;259
data\train\images\1811.tif;78
data\train\images\1812.tif;280
data\train\images\1813.tif;136
data\train\images\1814.tif;452
data\train\images\1815.tif;75
data\train\images\1816.tif;326
data\train\images\1817.tif;95
data\train\images\1818.tif;185
data\train\images\1819.tif;222
data\train\images\182.tif;38
data\train\images\1820.tif;101
data\train\images\1821.tif;148
data\train\images\1822.tif;99
data\train\images\1823.tif;71
data\train\images\1824.tif;165
data\train\images\1825.tif;329
data\train\images\1826.tif;1
data\train\images\1827.tif;386
data\train\images\1828.tif;335
data\train\images\1829.tif;71
data\train\images\183.tif;59
data\train\images\1830.tif;222
data\train\images\1831.tif;113
data\train\images\1832.tif;88
data\train\images\1833.tif;357
data\train\images\1834.tif;69
data\train\images\1835.tif;338
data\train\images\1836.tif;73
data\train\images\1837.tif;86
data\train\images\1838.tif;122
data\train\images\1839.tif;312
data\train\images\184.tif;62
data\train\images\1840.tif;82
data\train\images\1841.tif;91
data\train\images\1842.tif;422
data\train\images\1843.tif;397
data\train\images\1844.tif;201
data\train\images\1845.tif;133
data\train\images\1846.tif;82
data\train\images\1847.tif;347
data\train\images\1848.tif;617
data\train\images\1849.tif;130
data\train\images\185.tif;54
data\train\images\1850.tif;107
data\train\images\1851.tif;139
data\train\images\1852.tif;146
data\train\images\1853.tif;118
data\train\images\1854.tif;145
data\train\images\1855.tif;523
data\train\images\1856.tif;71
data\train\images\1857.tif;363
data\train\images\1858.tif;83
data\train\images\1859.tif;77
data\train\images\186.tif;110
data\train\images\1860.tif;83
data\train\images\1861.tif;162
data\train\images\1862.tif;56
data\train\images\1863.tif;205
data\train\images\1864.tif;268
data\train\images\1865.tif;400
data\train\images\1866.tif;318
data\train\images\1867.tif;71
data\train\images\1868.tif;270
data\train\images\1869.tif;79
data\train\images\187.tif;27
data\train\images\1870.tif;200
data\train\images\1871.tif;261
data\train\images\1872.tif;94
data\train\images\1873.tif;74
data\train\images\1874.tif;71
data\train\images\1875.tif;99
data\train\images\1876.tif;180
data\train\images\1877.tif;86
data\train\images\1878.tif;511
data\train\images\1879.tif;185
data\train\images\188.tif;60
data\train\images\1880.tif;66
data\train\images\1881.tif;99
data\train\images\1882.tif;483
data\train\images\1883.tif;210
data\train\images\1884.tif;304
data\train\images\1885.tif;533
data\train\images\1886.tif;236
data\train\images\1887.tif;294
data\train\images\1888.tif;169
data\train\images\1889.tif;95
data\train\images\189.tif;67
data\train\images\1890.tif;135
data\train\images\1891.tif;104
data\train\images\1892.tif;88
data\train\images\1893.tif;245
data\train\images\1894.tif;172
data\train\images\1895.tif;308
data\train\images\1896.tif;91
data\train\images\1897.tif;101
data\train\images\1898.tif;101
data\train\images\1899.tif;106
data\train\images\19.tif;37
data\train\images\190.tif;44
data\train\images\1900.tif;75
data\train\images\1901.tif;256
data\train\images\1902.tif;221
data\train\images\1903.tif;137
data\train\images\1904.tif;160
data\train\images\1905.tif;117
data\train\images\1906.tif;131
data\train\images\1907.tif;215
data\train\images\1908.tif;120
data\train\images\1909.tif;129
data\train\images\191.tif;90
data\train\images\1910.tif;136
data\train\images\1911.tif;235
data\train\images\1912.tif;164
data\train\images\1913.tif;87
data\train\images\1914.tif;160
data\train\images\1915.tif;158
data\train\images\1916.tif;161
data\train\images\1917.tif;154
data\train\images\1918.tif;204
data\train\images\1919.tif;134
data\train\images\192.tif;33
data\train\images\1920.tif;193
data\train\images\1921.tif;151
data\train\images\1922.tif;229
data\train\images\1923.tif;168
data\train\images\1924.tif;198
data\train\images\1925.tif;172
data\train\images\1926.tif;122
data\train\images\1927.tif;258
data\train\images\1928.tif;283
data\train\images\1929.tif;141
data\train\images\193.tif;85
data\train\images\1930.tif;322
data\train\images\1931.tif;337
data\train\images\1932.tif;751
data\train\images\1933.tif;612
data\train\images\1934.tif;1005
data\train\images\1935.tif;128
data\train\images\1936.tif;268
data\train\images\1937.tif;145
data\train\images\1938.tif;119
data\train\images\1939.tif;109
data\train\images\194.tif;83
data\train\images\1940.tif;218
data\train\images\1941.tif;295
data\train\images\1942.tif;178
data\train\images\1943.tif;204
data\train\images\1944.tif;380
data\train\images\1945.tif;1086
data\train\images\1946.tif;1234
data\train\images\1947.tif;197
data\train\images\1948.tif;764
data\train\images\1949.tif;167
data\train\images\195.tif;70
data\train\images\1950.tif;167
data\train\images\1951.tif;427
data\train\images\1952.tif;728
data\train\images\1953.tif;166
data\train\images\1954.tif;315
data\train\images\1955.tif;330
data\train\images\1956.tif;745
data\train\images\1957.tif;123
data\train\images\1958.tif;163
data\train\images\1959.tif;260
data\train\images\196.tif;78
data\train\images\1960.tif;181
data\train\images\1961.tif;1142
data\train\images\1962.tif;156
data\train\images\1963.tif;967
data\train\images\1964.tif;169
data\train\images\1965.tif;307
data\train\images\1966.tif;884
data\train\images\1967.tif;729
data\train\images\1968.tif;111
data\train\images\1969.tif;264
data\train\images\197.tif;81
data\train\images\1970.tif;217
data\train\images\1971.tif;141
data\train\images\1972.tif;462
data\train\images\1973.tif;126
data\train\images\1974.tif;188
data\train\images\1975.tif;106
data\train\images\1976.tif;82
data\train\images\1977.tif;547
data\train\images\1978.tif;920
data\train\images\1979.tif;122
data\train\images\198.tif;59
data\train\images\1980.tif;1084
data\train\images\1981.tif;291
data\train\images\1982.tif;564
data\train\images\1983.tif;108
data\train\images\1984.tif;567
data\train\images\1985.tif;605
data\train\images\1986.tif;131
data\train\images\1987.tif;186
data\train\images\1988.tif;521
data\train\images\1989.tif;317
data\train\images\199.tif;45
data\train\images\1990.tif;96
data\train\images\1991.tif;151
data\train\images\1992.tif;97
data\train\images\1993.tif;141
data\train\images\1994.tif;246
data\train\images\1995.tif;255
data\train\images\1996.tif;263
data\train\images\1997.tif;1475
data\train\images\1998.tif;513
data\train\images\1999.tif;133
data\train\images\2.tif;59
data\train\images\20.tif;63
data\train\images\200.tif;42
data\train\images\2000.tif;970
data\train\images\2001.tif;211
data\train\images\2002.tif;204
data\train\images\2003.tif;364
data\train\images\2004.tif;850
data\train\images\2005.tif;446
data\train\images\2006.tif;759
data\train\images\2007.tif;178
data\train\images\2008.tif;273
data\train\images\2009.tif;149
data\train\images\201.tif;59
data\train\images\2010.tif;467
data\train\images\2011.tif;789
data\train\images\2012.tif;192
data\train\images\2013.tif;251
data\train\images\2014.tif;948
data\train\images\2015.tif;156
data\train\images\2016.tif;777
data\train\images\2017.tif;159
data\train\images\2018.tif;167
data\train\images\2019.tif;430
data\train\images\202.tif;41
data\train\images\2020.tif;792
data\train\images\2021.tif;170
data\train\images\2022.tif;143
data\train\images\2023.tif;458
data\train\images\2024.tif;486
data\train\images\2025.tif;889
data\train\images\2026.tif;204
data\train\images\2027.tif;340
data\train\images\2028.tif;971
data\train\images\2029.tif;615
data\train\images\203.tif;43
data\train\images\2030.tif;470
data\train\images\2031.tif;235
data\train\images\2032.tif;525
data\train\images\2033.tif;116
data\train\images\2034.tif;495
data\train\images\2035.tif;745
data\train\images\2036.tif;475
data\train\images\2037.tif;286
data\train\images\2038.tif;1038
data\train\images\2039.tif;86
data\train\images\204.tif;55
data\train\images\2040.tif;197
data\train\images\2041.tif;115
data\train\images\2042.tif;97
data\train\images\2043.tif;378
data\train\images\2044.tif;100
data\train\images\2045.tif;197
data\train\images\2046.tif;483
data\train\images\2047.tif;518
data\train\images\2048.tif;224
data\train\images\2049.tif;1405
data\train\images\205.tif;48
data\train\images\2050.tif;476
data\train\images\2051.tif;275
data\train\images\2052.tif;986
data\train\images\2053.tif;165
data\train\images\2054.tif;242
data\train\images\2055.tif;920
data\train\images\2056.tif;144
